filepath,digits,indexnum,errornumrandomgroup1,errornumrandomgroup2,errornumrandomgroup3
hsf_4/f2229_88/d2229_88/d2229_88_00079.png,4,15258,1,0,0
hsf_4/f2229_88/d2229_88/d2229_88_00051.png,6,15262,1,0,0
hsf_4/f2229_88/d2229_88/d2229_88_00018.png,4,15263,3,0,0
hsf_4/f2229_88/d2229_88/d2229_88_00082.png,9,15269,0,1,1
hsf_4/f2229_88/d2229_88/d2229_88_00089.png,8,15272,7,9,10
hsf_4/f2507_78/d2507_78/d2507_78_00062.png,4,15288,0,0,1
hsf_4/f2507_78/d2507_78/d2507_78_00066.png,1,15292,0,1,1
hsf_4/f2507_78/d2507_78/d2507_78_00075.png,4,15295,0,5,10
hsf_4/f2507_78/d2507_78/d2507_78_00036.png,4,15307,8,10,10
hsf_4/f2507_78/d2507_78/d2507_78_00099.png,4,15320,1,4,6
hsf_4/f2507_78/d2507_78/d2507_78_00079.png,4,15335,0,1,6
hsf_4/f2507_78/d2507_78/d2507_78_00077.png,6,15344,1,0,0
hsf_4/f2568_54/d2568_54/d2568_54_00038.png,8,15424,1,0,0
hsf_4/f2568_54/d2568_54/d2568_54_00032.png,0,15425,1,0,0
hsf_4/f2568_54/d2568_54/d2568_54_00052.png,7,15430,2,0,0
hsf_4/f2568_54/d2568_54/d2568_54_00091.png,9,15464,4,7,2
hsf_4/f2568_54/d2568_54/d2568_54_00047.png,6,15500,2,3,1
hsf_4/f2568_54/d2568_54/d2568_54_00019.png,6,15520,1,2,2
hsf_4/f2372_55/d2372_55/d2372_55_00070.png,7,15530,0,2,3
hsf_4/f2372_55/d2372_55/d2372_55_00032.png,7,15532,4,10,10
hsf_4/f2372_55/d2372_55/d2372_55_00099.png,5,15534,1,6,7
hsf_4/f2372_55/d2372_55/d2372_55_00006.png,7,15535,9,10,10
hsf_4/f2372_55/d2372_55/d2372_55_00011.png,7,15548,7,10,10
hsf_4/f2372_55/d2372_55/d2372_55_00047.png,7,15553,2,6,6
hsf_4/f2372_55/d2372_55/d2372_55_00007.png,8,15559,2,0,1
hsf_4/f2372_55/d2372_55/d2372_55_00110.png,2,15564,2,6,8
hsf_4/f2372_55/d2372_55/d2372_55_00085.png,7,15571,1,2,6
hsf_4/f2372_55/d2372_55/d2372_55_00036.png,0,15575,6,9,4
hsf_4/f2372_55/d2372_55/d2372_55_00015.png,2,15590,9,3,0
hsf_4/f2372_55/d2372_55/d2372_55_00026.png,0,15594,4,10,10
hsf_4/f2372_55/d2372_55/d2372_55_00075.png,0,15595,0,1,0
hsf_4/f2372_55/d2372_55/d2372_55_00035.png,9,15598,2,4,6
hsf_4/f2372_55/d2372_55/d2372_55_00104.png,7,15620,5,10,10
hsf_4/f2372_55/d2372_55/d2372_55_00016.png,2,15621,0,1,5
hsf_4/f2372_55/d2372_55/d2372_55_00088.png,0,15630,2,0,0
hsf_4/f2372_55/d2372_55/d2372_55_00097.png,5,15631,0,2,3
hsf_4/f2372_55/d2372_55/d2372_55_00042.png,7,15641,2,4,7
hsf_4/f2290_64/d2290_64/d2290_64_00005.png,2,15643,2,8,10
hsf_4/f2290_64/d2290_64/d2290_64_00062.png,8,15685,1,0,0
hsf_4/f2290_64/d2290_64/d2290_64_00008.png,2,15699,1,8,10
hsf_4/f2290_64/d2290_64/d2290_64_00126.png,8,15745,2,4,7
hsf_4/f2290_64/d2290_64/d2290_64_00068.png,3,15747,0,0,3
hsf_4/f2290_64/d2290_64/d2290_64_00050.png,8,15760,0,0,1
hsf_4/f2491_71/d2491_71/d2491_71_00056.png,7,15773,1,0,0
hsf_4/f2491_71/d2491_71/d2491_71_00031.png,3,15782,1,9,10
hsf_4/f2491_71/d2491_71/d2491_71_00002.png,1,15786,1,0,1
hsf_4/f2491_71/d2491_71/d2491_71_00018.png,7,15793,0,2,2
hsf_4/f2491_71/d2491_71/d2491_71_00098.png,4,15798,0,0,1
hsf_4/f2491_71/d2491_71/d2491_71_00092.png,3,15803,0,2,6
hsf_4/f2491_71/d2491_71/d2491_71_00010.png,6,15807,1,0,0
hsf_4/f2491_71/d2491_71/d2491_71_00055.png,2,15837,1,0,0
hsf_4/f2491_71/d2491_71/d2491_71_00001.png,1,15842,0,5,10
hsf_4/f2491_71/d2491_71/d2491_71_00028.png,8,15844,1,0,0
hsf_4/f2491_71/d2491_71/d2491_71_00044.png,9,15845,0,1,0
hsf_4/f2491_71/d2491_71/d2491_71_00013.png,3,15846,8,10,10
hsf_4/f2491_71/d2491_71/d2491_71_00071.png,7,15853,0,2,3
hsf_4/f2491_71/d2491_71/d2491_71_00008.png,8,15859,7,10,10
hsf_4/f2491_71/d2491_71/d2491_71_00037.png,7,15863,1,3,2
hsf_4/f2339_76/d2339_76/d2339_76_00073.png,8,15877,1,10,10
hsf_4/f2339_76/d2339_76/d2339_76_00038.png,8,15899,1,0,0
hsf_4/f2339_76/d2339_76/d2339_76_00115.png,8,15949,9,10,10
hsf_4/f2339_76/d2339_76/d2339_76_00012.png,3,15961,1,0,0
hsf_4/f2427_89/d2427_89/d2427_89_00111.png,0,15996,1,0,0
hsf_4/f2427_89/d2427_89/d2427_89_00116.png,9,15999,0,1,0
hsf_4/f2427_89/d2427_89/d2427_89_00033.png,2,16010,6,6,7
hsf_4/f2427_89/d2427_89/d2427_89_00019.png,0,16017,1,0,0
hsf_4/f2427_89/d2427_89/d2427_89_00034.png,4,16023,5,10,10
hsf_4/f2427_89/d2427_89/d2427_89_00114.png,7,16026,1,0,0
hsf_4/f2427_89/d2427_89/d2427_89_00099.png,7,16052,2,10,10
hsf_4/f2427_89/d2427_89/d2427_89_00066.png,6,16059,0,0,1
hsf_4/f2427_89/d2427_89/d2427_89_00101.png,7,16075,1,0,0
hsf_4/f2427_89/d2427_89/d2427_89_00046.png,2,16078,2,1,0
hsf_4/f2427_89/d2427_89/d2427_89_00003.png,7,16087,1,1,0
hsf_4/f2427_89/d2427_89/d2427_89_00010.png,0,16088,0,1,0
hsf_4/f2427_89/d2427_89/d2427_89_00040.png,2,16089,9,10,10
hsf_4/f2427_89/d2427_89/d2427_89_00036.png,2,16097,3,0,0
hsf_4/f2427_89/d2427_89/d2427_89_00076.png,7,16113,3,1,1
hsf_4/f2399_85/d2399_85/d2399_85_00096.png,7,16118,0,0,2
hsf_4/f2399_85/d2399_85/d2399_85_00024.png,2,16122,5,10,10
hsf_4/f2399_85/d2399_85/d2399_85_00095.png,1,16130,5,4,4
hsf_4/f2399_85/d2399_85/d2399_85_00048.png,8,16131,0,3,9
hsf_4/f2399_85/d2399_85/d2399_85_00037.png,8,16133,0,8,10
hsf_4/f2399_85/d2399_85/d2399_85_00089.png,8,16134,8,9,10
hsf_4/f2399_85/d2399_85/d2399_85_00106.png,8,16136,7,10,10
hsf_4/f2399_85/d2399_85/d2399_85_00075.png,2,16142,0,1,1
hsf_4/f2399_85/d2399_85/d2399_85_00087.png,1,16151,2,1,2
hsf_4/f2399_85/d2399_85/d2399_85_00099.png,9,16159,7,9,9
hsf_4/f2399_85/d2399_85/d2399_85_00060.png,4,16164,1,7,9
hsf_4/f2399_85/d2399_85/d2399_85_00072.png,6,16174,0,0,1
hsf_4/f2399_85/d2399_85/d2399_85_00109.png,4,16177,8,10,10
hsf_4/f2399_85/d2399_85/d2399_85_00033.png,4,16184,1,0,0
hsf_4/f2399_85/d2399_85/d2399_85_00035.png,6,16189,1,2,4
hsf_4/f2399_85/d2399_85/d2399_85_00112.png,4,16192,1,5,6
hsf_4/f2399_85/d2399_85/d2399_85_00092.png,3,16202,0,1,3
hsf_4/f2399_85/d2399_85/d2399_85_00023.png,8,16204,6,10,10
hsf_4/f2399_85/d2399_85/d2399_85_00113.png,8,16206,9,10,10
hsf_4/f2399_85/d2399_85/d2399_85_00063.png,8,16209,4,8,9
hsf_4/f2399_85/d2399_85/d2399_85_00014.png,2,16220,4,10,9
hsf_4/f2399_85/d2399_85/d2399_85_00016.png,9,16221,2,6,8
hsf_4/f2399_85/d2399_85/d2399_85_00111.png,2,16225,1,4,9
hsf_4/f2399_85/d2399_85/d2399_85_00114.png,7,16226,0,0,5
hsf_4/f2399_85/d2399_85/d2399_85_00084.png,9,16228,2,3,0
hsf_4/f2399_85/d2399_85/d2399_85_00085.png,9,16231,1,0,0
hsf_4/f2433_75/d2433_75/d2433_75_00003.png,8,16233,4,1,1
hsf_4/f2433_75/d2433_75/d2433_75_00004.png,6,16237,1,0,0
hsf_4/f2433_75/d2433_75/d2433_75_00040.png,4,16242,3,8,10
hsf_4/f2433_75/d2433_75/d2433_75_00083.png,8,16243,6,10,10
hsf_4/f2433_75/d2433_75/d2433_75_00101.png,5,16247,1,2,5
hsf_4/f2433_75/d2433_75/d2433_75_00111.png,4,16255,2,5,7
hsf_4/f2433_75/d2433_75/d2433_75_00022.png,6,16257,1,1,0
hsf_4/f2433_75/d2433_75/d2433_75_00095.png,4,16277,1,0,0
hsf_4/f2433_75/d2433_75/d2433_75_00039.png,3,16279,5,5,2
hsf_4/f2433_75/d2433_75/d2433_75_00006.png,4,16286,1,0,0
hsf_4/f2433_75/d2433_75/d2433_75_00112.png,3,16316,3,7,6
hsf_4/f2306_63/d2306_63/d2306_63_00076.png,4,16462,6,10,10
hsf_4/f2306_63/d2306_63/d2306_63_00037.png,9,16472,1,1,1
hsf_4/f2306_63/d2306_63/d2306_63_00106.png,4,16475,0,1,1
hsf_4/f2306_63/d2306_63/d2306_63_00044.png,6,16486,1,6,5
hsf_4/f2306_63/d2306_63/d2306_63_00034.png,7,16501,1,2,1
hsf_4/f2306_63/d2306_63/d2306_63_00091.png,4,16509,6,10,10
hsf_4/f2306_63/d2306_63/d2306_63_00113.png,6,16520,0,0,1
hsf_4/f2306_63/d2306_63/d2306_63_00102.png,5,16521,4,7,7
hsf_4/f2306_63/d2306_63/d2306_63_00094.png,5,16522,3,8,10
hsf_4/f2306_63/d2306_63/d2306_63_00117.png,7,16526,1,0,0
hsf_4/f2306_63/d2306_63/d2306_63_00043.png,5,16536,4,1,1
hsf_4/f2306_63/d2306_63/d2306_63_00072.png,5,16537,2,6,8
hsf_4/f2306_63/d2306_63/d2306_63_00107.png,4,16547,3,8,7
hsf_4/f2306_63/d2306_63/d2306_63_00092.png,5,16551,8,10,10
hsf_4/f2306_63/d2306_63/d2306_63_00047.png,3,16552,2,5,5
hsf_4/f2306_63/d2306_63/d2306_63_00055.png,1,16555,1,0,2
hsf_4/f2306_63/d2306_63/d2306_63_00025.png,4,16561,9,10,10
hsf_4/f2306_63/d2306_63/d2306_63_00115.png,5,16563,7,10,10
hsf_4/f2306_63/d2306_63/d2306_63_00042.png,4,16568,5,9,10
hsf_4/f2306_63/d2306_63/d2306_63_00035.png,8,16571,1,4,5
hsf_4/f2306_63/d2306_63/d2306_63_00020.png,7,16572,2,1,4
hsf_4/f2306_63/d2306_63/d2306_63_00009.png,5,16577,3,9,9
hsf_4/f2352_97/d2352_97/d2352_97_00087.png,3,16586,9,10,10
hsf_4/f2352_97/d2352_97/d2352_97_00008.png,9,16606,5,6,9
hsf_4/f2352_97/d2352_97/d2352_97_00026.png,4,16620,6,5,3
hsf_4/f2352_97/d2352_97/d2352_97_00039.png,9,16622,1,0,0
hsf_4/f2352_97/d2352_97/d2352_97_00089.png,4,16623,9,10,10
hsf_4/f2352_97/d2352_97/d2352_97_00040.png,5,16636,1,0,0
hsf_4/f2352_97/d2352_97/d2352_97_00056.png,2,16659,5,10,8
hsf_4/f2352_97/d2352_97/d2352_97_00007.png,9,16660,1,0,0
hsf_4/f2352_97/d2352_97/d2352_97_00028.png,4,16679,3,0,0
hsf_4/f2352_97/d2352_97/d2352_97_00073.png,7,16681,2,2,2
hsf_4/f2352_97/d2352_97/d2352_97_00075.png,5,16682,1,0,0
hsf_4/f2314_53/d2314_53/d2314_53_00091.png,8,16699,9,10,10
hsf_4/f2314_53/d2314_53/d2314_53_00113.png,8,16702,4,7,8
hsf_4/f2314_53/d2314_53/d2314_53_00006.png,8,16716,7,10,10
hsf_4/f2314_53/d2314_53/d2314_53_00096.png,8,16729,7,10,10
hsf_4/f2314_53/d2314_53/d2314_53_00023.png,8,16747,2,0,0
hsf_4/f2314_53/d2314_53/d2314_53_00074.png,6,16751,2,1,0
hsf_4/f2314_53/d2314_53/d2314_53_00059.png,8,16755,3,9,9
hsf_4/f2314_53/d2314_53/d2314_53_00044.png,8,16763,2,0,1
hsf_4/f2314_53/d2314_53/d2314_53_00012.png,8,16765,2,2,3
hsf_4/f2314_53/d2314_53/d2314_53_00033.png,8,16774,5,10,10
hsf_4/f2314_53/d2314_53/d2314_53_00064.png,8,16781,3,7,8
hsf_4/f2314_53/d2314_53/d2314_53_00082.png,8,16787,3,10,10
hsf_4/f2314_53/d2314_53/d2314_53_00085.png,8,16790,1,0,3
hsf_4/f2314_53/d2314_53/d2314_53_00028.png,3,16797,1,4,1
hsf_4/f2314_53/d2314_53/d2314_53_00089.png,9,16811,2,9,9
hsf_4/f2212_74/d2212_74/d2212_74_00028.png,0,16823,2,10,8
hsf_4/f2212_74/d2212_74/d2212_74_00034.png,0,16840,1,2,0
hsf_4/f2212_74/d2212_74/d2212_74_00087.png,7,16846,0,1,1
hsf_4/f2212_74/d2212_74/d2212_74_00091.png,9,16847,2,2,4
hsf_4/f2212_74/d2212_74/d2212_74_00090.png,9,16856,0,1,0
hsf_4/f2212_74/d2212_74/d2212_74_00061.png,3,16923,0,2,3
hsf_4/f2212_74/d2212_74/d2212_74_00018.png,4,16926,1,9,10
hsf_4/f2353_70/d2353_70/d2353_70_00007.png,7,16935,1,1,1
hsf_4/f2353_70/d2353_70/d2353_70_00071.png,6,16950,1,0,0
hsf_4/f2353_70/d2353_70/d2353_70_00011.png,4,16993,0,0,2
hsf_4/f2353_70/d2353_70/d2353_70_00003.png,8,16996,1,0,0
hsf_4/f2353_70/d2353_70/d2353_70_00109.png,7,17011,0,0,1
hsf_4/f2353_70/d2353_70/d2353_70_00093.png,9,17049,0,4,3
hsf_4/f2101_62/d2101_62/d2101_62_00091.png,8,17082,3,5,9
hsf_4/f2101_62/d2101_62/d2101_62_00039.png,8,17087,0,0,1
hsf_4/f2101_62/d2101_62/d2101_62_00096.png,2,17089,0,1,0
hsf_4/f2101_62/d2101_62/d2101_62_00094.png,5,17090,1,2,0
hsf_4/f2101_62/d2101_62/d2101_62_00071.png,6,17097,3,3,4
hsf_4/f2101_62/d2101_62/d2101_62_00061.png,5,17108,1,0,0
hsf_4/f2101_62/d2101_62/d2101_62_00110.png,6,17130,1,5,5
hsf_4/f2101_62/d2101_62/d2101_62_00030.png,8,17154,0,1,4
hsf_4/f2101_62/d2101_62/d2101_62_00090.png,4,17166,1,1,9
hsf_4/f2307_62/d2307_62/d2307_62_00042.png,8,17172,1,6,10
hsf_4/f2307_62/d2307_62/d2307_62_00067.png,9,17177,4,10,9
hsf_4/f2307_62/d2307_62/d2307_62_00012.png,1,17179,8,10,10
hsf_4/f2307_62/d2307_62/d2307_62_00054.png,1,17185,4,10,10
hsf_4/f2307_62/d2307_62/d2307_62_00001.png,1,17186,0,6,10
hsf_4/f2307_62/d2307_62/d2307_62_00053.png,7,17187,1,0,0
hsf_4/f2307_62/d2307_62/d2307_62_00014.png,4,17190,0,1,2
hsf_4/f2307_62/d2307_62/d2307_62_00007.png,7,17191,9,3,1
hsf_4/f2307_62/d2307_62/d2307_62_00092.png,1,17193,5,10,10
hsf_4/f2307_62/d2307_62/d2307_62_00049.png,7,17200,6,9,10
hsf_4/f2307_62/d2307_62/d2307_62_00076.png,7,17203,1,2,0
hsf_4/f2307_62/d2307_62/d2307_62_00090.png,1,17205,0,0,5
hsf_4/f2307_62/d2307_62/d2307_62_00037.png,3,17219,1,0,0
hsf_4/f2307_62/d2307_62/d2307_62_00066.png,8,17221,4,8,10
hsf_4/f2307_62/d2307_62/d2307_62_00010.png,1,17229,2,10,10
hsf_4/f2307_62/d2307_62/d2307_62_00034.png,7,17232,5,2,3
hsf_4/f2307_62/d2307_62/d2307_62_00083.png,1,17235,3,7,10
hsf_4/f2307_62/d2307_62/d2307_62_00069.png,1,17239,2,10,10
hsf_4/f2307_62/d2307_62/d2307_62_00011.png,7,17240,1,0,0
hsf_4/f2307_62/d2307_62/d2307_62_00065.png,0,17242,9,5,3
hsf_4/f2307_62/d2307_62/d2307_62_00100.png,9,17243,0,0,1
hsf_4/f2307_62/d2307_62/d2307_62_00018.png,2,17245,0,6,9
hsf_4/f2307_62/d2307_62/d2307_62_00064.png,1,17248,0,3,10
hsf_4/f2307_62/d2307_62/d2307_62_00055.png,7,17249,7,9,10
hsf_4/f2307_62/d2307_62/d2307_62_00075.png,5,17250,4,1,0
hsf_4/f2307_62/d2307_62/d2307_62_00102.png,0,17253,4,9,10
hsf_4/f2307_62/d2307_62/d2307_62_00026.png,2,17255,0,1,3
hsf_4/f2307_62/d2307_62/d2307_62_00028.png,1,17256,1,10,10
hsf_4/f2307_62/d2307_62/d2307_62_00061.png,1,17261,8,10,10
hsf_4/f2307_62/d2307_62/d2307_62_00072.png,3,17262,0,1,2
hsf_4/f2307_62/d2307_62/d2307_62_00017.png,7,17266,6,10,10
hsf_4/f2368_50/d2368_50/d2368_50_00074.png,7,17274,0,0,1
hsf_4/f2368_50/d2368_50/d2368_50_00086.png,7,17294,7,10,10
hsf_4/f2368_50/d2368_50/d2368_50_00107.png,3,17315,1,0,0
hsf_4/f2368_50/d2368_50/d2368_50_00085.png,7,17326,0,1,0
hsf_4/f2368_50/d2368_50/d2368_50_00037.png,7,17343,7,8,9
hsf_4/f2368_50/d2368_50/d2368_50_00052.png,7,17380,0,0,2
hsf_4/f2368_50/d2368_50/d2368_50_00048.png,7,17392,3,0,1
hsf_4/f2198_58/d2198_58/d2198_58_00059.png,5,17520,1,1,0
hsf_4/f2548_84/d2548_84/d2548_84_00011.png,4,17528,2,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00040.png,5,17532,4,2,5
hsf_4/f2548_84/d2548_84/d2548_84_00111.png,6,17534,7,10,10
hsf_4/f2548_84/d2548_84/d2548_84_00076.png,2,17537,1,2,0
hsf_4/f2548_84/d2548_84/d2548_84_00074.png,5,17540,3,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00086.png,0,17543,1,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00083.png,6,17544,8,10,10
hsf_4/f2548_84/d2548_84/d2548_84_00027.png,5,17560,1,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00055.png,9,17561,8,10,10
hsf_4/f2548_84/d2548_84/d2548_84_00094.png,8,17563,1,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00024.png,2,17566,8,10,10
hsf_4/f2548_84/d2548_84/d2548_84_00063.png,2,17567,10,10,10
hsf_4/f2548_84/d2548_84/d2548_84_00114.png,9,17569,4,6,5
hsf_4/f2548_84/d2548_84/d2548_84_00038.png,6,17572,2,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00093.png,9,17573,1,5,9
hsf_4/f2548_84/d2548_84/d2548_84_00080.png,2,17577,1,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00050.png,5,17583,0,1,0
hsf_4/f2548_84/d2548_84/d2548_84_00003.png,7,17584,2,0,3
hsf_4/f2548_84/d2548_84/d2548_84_00069.png,2,17588,8,10,10
hsf_4/f2548_84/d2548_84/d2548_84_00036.png,0,17593,1,0,1
hsf_4/f2548_84/d2548_84/d2548_84_00078.png,8,17600,1,9,10
hsf_4/f2548_84/d2548_84/d2548_84_00116.png,6,17602,1,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00035.png,6,17606,2,1,1
hsf_4/f2548_84/d2548_84/d2548_84_00042.png,4,17607,4,2,0
hsf_4/f2548_84/d2548_84/d2548_84_00088.png,5,17609,7,10,10
hsf_4/f2548_84/d2548_84/d2548_84_00102.png,4,17628,5,7,7
hsf_4/f2548_84/d2548_84/d2548_84_00112.png,0,17632,1,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00097.png,6,17634,1,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00089.png,7,17635,4,10,10
hsf_4/f2548_84/d2548_84/d2548_84_00113.png,8,17641,1,1,0
hsf_4/f2548_84/d2548_84/d2548_84_00108.png,0,17643,1,0,0
hsf_4/f2548_84/d2548_84/d2548_84_00051.png,8,17646,0,9,10
hsf_4/f2548_84/d2548_84/d2548_84_00006.png,2,17647,1,0,0
hsf_4/f2316_50/d2316_50/d2316_50_00074.png,6,17692,0,1,1
hsf_4/f2316_50/d2316_50/d2316_50_00007.png,2,17714,2,1,2
hsf_4/f2316_50/d2316_50/d2316_50_00086.png,4,17715,0,3,4
hsf_4/f2316_50/d2316_50/d2316_50_00009.png,3,17745,3,5,2
hsf_4/f2316_50/d2316_50/d2316_50_00098.png,5,17756,0,2,7
hsf_4/f2140_77/d2140_77/d2140_77_00115.png,3,17760,8,9,6
hsf_4/f2140_77/d2140_77/d2140_77_00107.png,4,17813,2,0,0
hsf_4/f2140_77/d2140_77/d2140_77_00087.png,7,17822,6,10,10
hsf_4/f2140_77/d2140_77/d2140_77_00024.png,8,17829,1,1,4
hsf_4/f2140_77/d2140_77/d2140_77_00048.png,4,17871,6,1,0
hsf_4/f2140_77/d2140_77/d2140_77_00049.png,3,17874,1,0,0
hsf_4/f2459_55/d2459_55/d2459_55_00054.png,8,17881,1,0,1
hsf_4/f2459_55/d2459_55/d2459_55_00064.png,2,17889,1,0,0
hsf_4/f2459_55/d2459_55/d2459_55_00058.png,8,17894,9,10,10
hsf_4/f2459_55/d2459_55/d2459_55_00104.png,8,17895,0,1,0
hsf_4/f2459_55/d2459_55/d2459_55_00112.png,9,17897,5,8,10
hsf_4/f2459_55/d2459_55/d2459_55_00048.png,3,17912,1,2,8
hsf_4/f2459_55/d2459_55/d2459_55_00094.png,1,17914,8,10,10
hsf_4/f2459_55/d2459_55/d2459_55_00062.png,3,17934,0,0,5
hsf_4/f2459_55/d2459_55/d2459_55_00005.png,6,17945,0,0,1
hsf_4/f2459_55/d2459_55/d2459_55_00110.png,1,17951,2,10,10
hsf_4/f2459_55/d2459_55/d2459_55_00019.png,2,17961,0,1,1
hsf_4/f2459_55/d2459_55/d2459_55_00059.png,4,17964,1,0,0
hsf_4/f2459_55/d2459_55/d2459_55_00028.png,0,17972,1,1,0
hsf_4/f2459_55/d2459_55/d2459_55_00063.png,8,17973,0,1,1
hsf_4/f2146_84/d2146_84/d2146_84_00078.png,8,18003,5,8,9
hsf_4/f2146_84/d2146_84/d2146_84_00026.png,3,18005,3,8,10
hsf_4/f2146_84/d2146_84/d2146_84_00033.png,4,18008,2,0,0
hsf_4/f2146_84/d2146_84/d2146_84_00105.png,0,18009,1,2,6
hsf_4/f2146_84/d2146_84/d2146_84_00052.png,9,18010,9,10,10
hsf_4/f2146_84/d2146_84/d2146_84_00116.png,2,18018,0,3,0
hsf_4/f2146_84/d2146_84/d2146_84_00088.png,9,18021,5,9,10
hsf_4/f2146_84/d2146_84/d2146_84_00020.png,9,18022,4,8,10
hsf_4/f2146_84/d2146_84/d2146_84_00073.png,2,18026,3,10,10
hsf_4/f2146_84/d2146_84/d2146_84_00074.png,8,18030,7,10,10
hsf_4/f2146_84/d2146_84/d2146_84_00097.png,6,18032,4,6,7
hsf_4/f2146_84/d2146_84/d2146_84_00011.png,0,18033,2,0,0
hsf_4/f2146_84/d2146_84/d2146_84_00003.png,9,18034,2,10,10
hsf_4/f2146_84/d2146_84/d2146_84_00059.png,6,18037,3,0,0
hsf_4/f2146_84/d2146_84/d2146_84_00109.png,9,18044,9,10,10
hsf_4/f2146_84/d2146_84/d2146_84_00013.png,1,18046,0,1,2
hsf_4/f2146_84/d2146_84/d2146_84_00044.png,9,18050,8,10,10
hsf_4/f2146_84/d2146_84/d2146_84_00104.png,6,18055,3,3,7
hsf_4/f2146_84/d2146_84/d2146_84_00114.png,5,18063,3,3,3
hsf_4/f2146_84/d2146_84/d2146_84_00040.png,0,18065,1,0,0
hsf_4/f2146_84/d2146_84/d2146_84_00038.png,9,18071,0,4,9
hsf_4/f2146_84/d2146_84/d2146_84_00049.png,9,18083,0,0,9
hsf_4/f2146_84/d2146_84/d2146_84_00107.png,8,18088,2,6,6
hsf_4/f2146_84/d2146_84/d2146_84_00004.png,3,18090,8,9,10
hsf_4/f2146_84/d2146_84/d2146_84_00061.png,4,18091,3,8,10
hsf_4/f2146_84/d2146_84/d2146_84_00111.png,9,18093,9,10,10
hsf_4/f2146_84/d2146_84/d2146_84_00113.png,9,18100,4,9,7
hsf_4/f2146_84/d2146_84/d2146_84_00065.png,7,18105,2,4,4
hsf_4/f2146_84/d2146_84/d2146_84_00070.png,2,18111,0,2,1
hsf_4/f2146_84/d2146_84/d2146_84_00057.png,9,18113,7,10,10
hsf_4/f2146_84/d2146_84/d2146_84_00007.png,9,18115,9,10,10
hsf_4/f2251_74/d2251_74/d2251_74_00040.png,5,18141,0,0,2
hsf_4/f2251_74/d2251_74/d2251_74_00060.png,2,18162,1,2,5
hsf_4/f2251_74/d2251_74/d2251_74_00094.png,0,18171,3,6,5
hsf_4/f2251_74/d2251_74/d2251_74_00064.png,5,18190,3,10,9
hsf_4/f2251_74/d2251_74/d2251_74_00048.png,4,18215,9,10,10
hsf_4/f2188_71/d2188_71/d2188_71_00114.png,8,18220,2,7,9
hsf_4/f2188_71/d2188_71/d2188_71_00067.png,5,18222,1,0,0
hsf_4/f2188_71/d2188_71/d2188_71_00084.png,2,18246,2,4,1
hsf_4/f2188_71/d2188_71/d2188_71_00039.png,2,18249,2,4,9
hsf_4/f2188_71/d2188_71/d2188_71_00073.png,4,18251,0,1,0
hsf_4/f2188_71/d2188_71/d2188_71_00063.png,1,18253,0,2,0
hsf_4/f2188_71/d2188_71/d2188_71_00028.png,3,18264,0,3,2
hsf_4/f2188_71/d2188_71/d2188_71_00049.png,4,18289,1,10,10
hsf_4/f2188_71/d2188_71/d2188_71_00111.png,8,18291,0,1,5
hsf_4/f2188_71/d2188_71/d2188_71_00008.png,8,18293,3,8,8
hsf_4/f2188_71/d2188_71/d2188_71_00098.png,4,18305,9,10,10
hsf_4/f2188_71/d2188_71/d2188_71_00031.png,1,18316,5,0,2
hsf_4/f2188_71/d2188_71/d2188_71_00077.png,2,18324,9,10,10
hsf_4/f2188_71/d2188_71/d2188_71_00122.png,0,18336,2,3,3
hsf_4/f2188_71/d2188_71/d2188_71_00043.png,4,18337,0,0,1
hsf_4/f2384_51/d2384_51/d2384_51_00084.png,4,18342,1,2,3
hsf_4/f2384_51/d2384_51/d2384_51_00086.png,7,18363,3,10,10
hsf_4/f2384_51/d2384_51/d2384_51_00033.png,1,18366,0,2,6
hsf_4/f2384_51/d2384_51/d2384_51_00064.png,4,18371,4,2,4
hsf_4/f2384_51/d2384_51/d2384_51_00076.png,1,18377,0,0,2
hsf_4/f2384_51/d2384_51/d2384_51_00050.png,1,18426,1,8,10
hsf_4/f2384_51/d2384_51/d2384_51_00063.png,1,18427,0,0,1
hsf_4/f2384_51/d2384_51/d2384_51_00113.png,1,18432,1,1,6
hsf_4/f2384_51/d2384_51/d2384_51_00069.png,4,18453,2,1,3
hsf_4/f2446_88/d2446_88/d2446_88_00009.png,4,18461,0,0,5
hsf_4/f2446_88/d2446_88/d2446_88_00012.png,5,18497,4,2,3
hsf_4/f2446_88/d2446_88/d2446_88_00097.png,6,18536,2,0,0
hsf_4/f2446_88/d2446_88/d2446_88_00023.png,0,18549,1,1,1
hsf_4/f2446_88/d2446_88/d2446_88_00090.png,8,18562,2,0,0
hsf_4/f2502_59/d2502_59/d2502_59_00036.png,5,18592,1,1,0
hsf_4/f2502_59/d2502_59/d2502_59_00070.png,6,18597,3,1,0
